class,certainty
3,1.0
1,1.0
2,1.0
3,1.0
2,1.0
2,1.0
2,1.0
3,1.0
1,1.0
3,1.0
1,1.0
1,1.0
3,1.0
3,1.0
2,1.0
2,1.0
2,1.0
2,1.0
1,1.0
3,1.0
2,1.0
1,1.0
1,1.0
3,1.0
1,1.0
3,1.0
3,1.0
3,1.0
1,1.0
3,1.0
1,1.0
1,1.0
2,1.0
3,1.0
1,1.0
1,1.0
1,1.0
1,1.0
3,1.0
1,1.0
3,1.0
2,1.0
3,1.0
2,1.0
2,1.0
3,1.0
1,1.0
2,1.0
1,1.0
3,1.0
1,1.0
2,1.0
3,1.0
2,1.0
3,1.0
1,0.7142857142857143
3,1.0
2,1.0
3,1.0
2,1.0
2,1.0
2,1.0
2,1.0
2,1.0
2,1.0
1,1.0
1,1.0
2,1.0
3,1.0
1,0.7142857142857143
2,1.0
3,1.0
3,1.0
2,1.0
3,1.0
3,1.0
1,1.0
1,1.0
3,1.0
1,1.0
3,1.0
3,1.0
1,1.0
1,1.0
3,1.0
2,1.0
3,1.0
1,1.0
2,1.0
2,1.0
2,1.0
1,1.0
1,0.7142857142857143
1,1.0
3,1.0
2,1.0
2,1.0
2,1.0
3,1.0
2,1.0
2,1.0
2,1.0
2,1.0
2,1.0
2,1.0
3,1.0
2,1.0
2,1.0
2,1.0
2,1.0
3,1.0
3,1.0
2,1.0
3,1.0
2,1.0
2,1.0
2,1.0
1,1.0
2,1.0
2,1.0
2,1.0
1,1.0
2,1.0
1,0.7142857142857143
3,1.0
1,1.0
2,1.0
2,1.0
2,1.0
2,1.0
1,1.0
2,1.0
2,1.0
2,1.0
1,1.0
1,1.0
2,1.0
2,1.0
1,1.0
2,1.0
2,1.0
1,1.0
2,1.0
2,1.0
1,1.0
3,1.0
1,1.0
2,1.0
1,1.0
1,1.0
2,1.0
1,1.0
1,1.0
1,1.0
1,1.0
2,1.0
1,1.0
1,0.7142857142857143
1,1.0
1,0.7142857142857143
2,1.0
2,1.0
2,1.0
1,1.0
2,1.0
2,1.0
2,1.0
1,1.0
2,1.0
1,0.7142857142857143
1,1.0
1,1.0
1,0.7142857142857143
1,1.0
2,1.0
1,1.0
1,1.0
1,1.0
2,1.0
1,1.0
2,1.0
1,1.0
3,1.0
2,1.0
1,0.7142857142857143
2,1.0
2,1.0
1,1.0
1,1.0
1,1.0
1,1.0
2,1.0
2,1.0
1,0.7142857142857143
1,0.7142857142857143
2,1.0
2,1.0
2,1.0
1,1.0
1,1.0
1,1.0
2,1.0
1,1.0
2,1.0
1,1.0
2,1.0
1,1.0
2,1.0
2,1.0
1,1.0
2,1.0
1,1.0
1,1.0
2,1.0
1,1.0
2,1.0
2,1.0
1,1.0
1,1.0
2,1.0
3,1.0
2,1.0
1,1.0
1,1.0
1,0.7142857142857143
2,1.0
1,1.0
1,1.0
1,1.0
1,1.0
2,1.0
1,0.7142857142857143
2,1.0
1,1.0
2,1.0
1,1.0
2,1.0
1,1.0
1,1.0
2,1.0
1,1.0
2,1.0
2,1.0
1,1.0
1,1.0
1,1.0
1,0.7142857142857143
2,1.0
2,1.0
2,1.0
1,1.0
2,1.0
2,1.0
2,1.0
2,1.0
1,1.0
2,1.0
2,1.0
2,1.0
1,1.0
2,1.0
2,1.0
1,1.0
2,1.0
2,1.0
1,1.0
1,1.0
2,1.0
2,1.0
2,1.0
1,1.0
2,1.0
1,1.0
2,1.0
1,1.0
1,1.0
2,1.0
3,1.0
1,1.0
2,1.0
1,1.0
2,1.0
2,1.0
2,1.0
2,1.0
2,1.0
1,1.0
2,1.0
2,1.0
3,1.0
3,1.0
2,1.0
1,1.0
2,1.0
2,1.0
1,1.0
2,1.0
2,1.0
1,1.0
2,1.0
1,1.0
2,1.0
2,1.0
1,1.0
1,1.0
1,1.0
2,1.0
1,1.0
2,1.0
3,1.0
2,1.0
2,1.0
1,1.0
1,1.0
2,1.0
1,1.0
3,1.0
1,1.0
1,1.0
1,1.0
2,1.0
2,1.0
3,1.0
2,1.0
3,1.0
2,1.0
2,1.0
3,1.0
3,1.0
1,1.0
1,1.0
1,1.0
3,1.0
2,1.0
2,1.0
1,1.0
1,1.0
1,1.0
2,1.0
2,1.0
1,1.0
1,1.0
1,1.0
1,1.0
3,1.0
1,1.0
1,1.0
1,1.0
2,1.0
1,1.0
2,1.0
3,1.0
2,1.0
3,1.0
2,1.0
3,1.0
1,1.0
3,1.0
2,1.0
3,1.0
2,1.0
1,1.0
3,1.0
3,1.0
1,1.0
1,1.0
1,1.0
3,1.0
3,1.0
2,1.0
3,1.0
1,1.0
3,1.0
3,1.0
1,1.0
2,1.0
3,1.0
2,1.0
2,1.0
3,1.0
2,1.0
3,1.0
2,1.0
2,1.0
3,1.0
3,1.0
2,1.0
3,1.0
2,1.0
2,1.0
2,1.0
3,1.0
3,1.0
3,1.0
1,1.0
2,1.0
1,1.0
2,1.0
2,1.0
3,1.0
3,1.0
1,1.0
3,1.0
2,1.0
2,1.0
2,1.0
2,1.0
2,1.0
2,1.0
2,1.0
1,1.0
2,1.0
2,1.0
1,1.0
1,1.0
3,1.0
3,1.0
1,1.0
1,1.0
3,1.0
3,1.0
1,1.0
1,1.0
2,1.0
3,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
2,1.0
2,1.0
1,1.0
1,1.0
2,1.0
2,1.0
2,1.0
2,1.0
2,1.0
2,1.0
2,1.0
1,1.0
2,1.0
2,1.0
2,1.0
1,1.0
1,1.0
2,1.0
2,1.0
2,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
2,1.0
1,1.0
2,1.0
1,1.0
1,1.0
1,1.0
2,1.0
1,1.0
1,1.0
2,1.0
2,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
2,1.0
2,1.0
1,1.0
1,1.0
1,1.0
1,1.0
2,1.0
1,1.0
2,1.0
2,1.0
1,1.0
2,1.0
1,1.0
1,1.0
1,1.0
1,1.0
2,1.0
1,1.0
2,1.0
2,1.0
1,1.0
1,1.0
1,1.0
2,1.0
2,1.0
2,1.0
1,1.0
1,1.0
1,1.0
2,1.0
1,1.0
2,1.0
2,1.0
2,1.0
2,1.0
1,1.0
1,1.0
1,1.0
1,1.0
1,1.0
2,1.0
3,1.0
2,1.0
2,1.0
2,1.0
1,1.0
2,1.0
2,1.0
1,1.0
3,1.0
2,1.0
1,1.0
2,1.0
1,1.0
2,1.0
2,1.0
3,1.0
1,1.0
2,1.0
3,1.0
1,1.0
2,1.0
1,1.0
3,1.0
3,1.0
1,1.0
1,1.0
2,1.0
1,1.0
2,1.0
1,1.0
1,1.0
1,1.0
2,1.0
1,1.0
1,1.0
2,1.0
3,1.0
2,1.0
3,1.0
3,1.0
1,1.0
2,1.0
2,1.0
3,1.0
1,1.0
2,1.0
2,1.0
3,1.0
2,1.0
2,1.0
3,1.0
3,1.0
2,1.0
3,1.0
3,1.0
1,1.0
2,1.0
1,1.0
2,1.0
1,1.0
1,1.0
1,1.0
2,1.0
1,1.0
2,1.0
3,1.0
2,1.0
3,1.0
3,1.0
2,1.0
1,1.0
3,1.0
1,1.0
2,1.0
1,1.0
3,1.0
2,1.0
1,1.0
2,1.0
1,1.0
2,1.0
3,1.0
2,1.0
2,1.0
2,1.0
2,1.0
1,1.0
2,1.0
3,1.0
2,1.0
1,1.0
2,1.0
1,1.0
3,1.0
1,1.0
2,1.0
1,1.0
2,1.0
3,1.0
2,1.0
2,1.0
1,1.0
3,1.0
2,1.0
1,1.0
3,1.0
2,1.0
1,1.0
3,1.0
1,1.0
2,1.0
3,1.0
3,1.0
2,1.0
2,1.0
2,1.0
1,1.0
2,1.0
3,1.0
3,1.0
2,1.0
2,1.0
3,1.0
1,1.0
3,1.0
1,1.0
2,1.0
3,1.0
2,1.0
2,1.0
1,1.0
2,1.0
1,1.0
2,1.0
1,1.0
2,1.0
2,1.0
3,1.0
2,1.0
2,1.0
3,1.0
2,1.0
2,1.0
2,1.0
1,1.0
1,1.0
1,1.0
2,1.0
2,1.0
1,1.0
2,1.0
3,1.0
2,1.0
1,1.0
1,1.0
2,1.0
2,1.0
2,1.0
2,1.0
1,1.0
1,1.0
2,1.0
3,1.0
1,1.0
3,1.0
2,1.0
2,1.0
2,1.0
2,1.0
2,1.0
3,1.0
1,1.0
2,1.0
3,1.0
2,1.0
2,1.0
3,1.0
2,1.0
1,1.0
1,1.0
3,1.0
1,1.0
1,1.0
3,1.0
1,1.0
3,1.0
3,1.0
2,1.0
1,1.0
1,1.0
1,1.0
2,1.0
3,1.0
1,1.0
3,1.0
3,1.0
3,1.0
2,1.0
2,1.0
2,1.0
3,1.0
1,1.0
1,1.0
2,1.0
1,1.0
3,1.0
2,1.0
2,1.0
3,1.0
3,1.0
3,1.0
3,1.0
2,1.0
3,1.0
3,1.0
3,1.0
3,1.0
2,1.0
2,1.0
1,1.0
1,1.0
3,1.0
3,1.0
3,1.0
3,1.0
1,1.0
3,1.0
3,1.0
3,1.0
3,1.0
1,1.0
3,1.0
3,1.0
3,1.0
2,1.0
2,1.0
1,1.0
3,1.0
3,1.0
3,1.0
3,1.0
2,1.0
2,1.0
2,1.0
3,1.0
3,1.0
3,1.0
1,1.0
1,1.0
3,1.0
3,1.0
3,1.0
2,1.0
1,1.0
2,1.0
2,1.0
3,1.0
3,1.0
2,1.0
1,1.0
3,1.0
3,1.0
2,1.0
1,1.0
2,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
2,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
2,1.0
2,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
1,1.0
1,1.0
3,1.0
3,1.0
3,1.0
1,1.0
3,1.0
3,1.0
3,1.0
1,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
1,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
2,1.0
3,1.0
3,1.0
3,1.0
3,1.0
1,1.0
3,1.0
3,1.0
3,1.0
3,1.0
1,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
1,1.0
2,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
3,1.0
2,1.0
3,1.0
1,1.0
3,1.0
2,1.0
3,1.0
3,1.0
3,1.0
3,1.0
1,1.0
3,1.0
3,1.0
3,1.0
1,1.0
